text,rating
"I was surprised ,this works great. I was searching for a natural product for me and my daughter . This is 100% natural, no harsh chemicals . After use natural nail polish remover i saw it is not only removing the old nail polish but also my nails are smooth and glow. Yes it is taking  little long to remove, but it's ok. I want to buy more and also recommend my friends to buy. I got it in discounted price. Great product.😘😊😘",positive
Nice hair and shining.,positive
I thought the product would be more fluid and the lid brush was gnarled up and clumpy.  Good for the trash can only.,negative
Great,positive
This product actually works!!! I like it.,positive
TERRIBLE DONT BUY,negative
Doesn't do anything. Bad. A total waste of money!!,negative
This set is awesome! Great double sided head.. great for filling in and be able to see what your doing. Picks up pretty well. Has storage holders for stamper heads which is great!,positive
"Everything arrived perfectly and in working-order. The free items are awesome and unexpected for the price.  The port in back of the device has to be forced a little more than one might think before the power cable is actually plugged in, but that was the only initial hold-up I had setting this up. The touch button is easy to use, and it's surprisingly aromatic for being so small.",positive
"This isn't a bad product but for the money, I think you could find something better. I haven't noticed much of a change to either my eyes nor my skin tone/texture.",neutral
I liked these loofas they are good for their price they are worth it.,positive
Great product !,positive
"I absolutely love this hair, no sheds and tangle free! I will be ordering again! Bundles are full.... You will not be disappointed!",positive
Really nice,positive
"I don't know if it's the old ones that are getting sold on Amazon or what but I've gone through TWO in less than 6 weeks! I used to live this product but now, NOT AT ALL. I only thought to check if it was returnable today (because I thought the first one was a fluke) and naturally, it's only refundable for 30 days. I'll never but this item again from Amazon!",negative
I like it because make mine face so much better than before.,positive
"This really works after about 2 days your skin will start to shed, it feels really weird but the result is so worth it !!",positive
Love the colors but it can be messy make sure to brush the excess off and set with hairspray or it will come off on your neck and finger if you touch your hair a lot.,neutral
Great lashes! Very comfortable and light weight.,positive
"Came well packaged. The serums are trial size, but still a good price for everything you get. I read some reviews where people recieved mascara that was defective, but mine was perfect.",positive
"It was some really good hair, washed and curled well. I haven’t yet dyed it but I recommend it. Go longer too",positive
Good value for the money,positive
"I don't know what to call the mess they sent me horrible, it's only one length long straight lashes it's a no for me",negative
Wow! Very nice fragrance. Will be back for more.,positive
I've had it for a few months and it's saved my phone quite a bit. It was a great investment.,positive
just horrible. first of all u get like 5 tattoos and they don't even glow. poor quality. rip off and poor value. I feel taken advantage of and will dispute them with my credit card,negative
These can barely grasp a hair. They’re really terrible. I do not recommend this item.,negative
"The package came in a small box however, all of the pieces that were included were thrown in the box like nothing. One of the clips came BROKEN (the pink one). I was disappointed bc I was ready to use this cute color!!! The other clips work just fine, I was just dissatisfied on how everything came in.",negative
Only one tool if you read into it. Misleading when it appears to be a set of 3. Tiny plastic cheap little thing is not worth $10.,negative
